Nombre,Localización,Latitud,Longitud,Dirección,Teléfono,Precio,Horario,Tipos_cocina,Valoración,Votos,Características,Descripción,url,url_web,url_ig
Pizzería Buenos Aires Tango, Oviedo,43.35811090,-5.84120950,"C. Fernando Alonso Díaz, 7, Oviedo, Principado de Asturias, España",+34985201499, €6 - €12,"['LunesLun', 'Cerrado', 'MartesMar', '19:30-00:00', 'MiércolesMié', '19:30-00:00', 'JuevesJue', '19:30-00:00', 'ViernesVie', '19:30-00:00', 'SábadoSáb', '19:30-00:00', 'DomingoDom', '19:30-00:00']",['Pizza'],82,276,"['Tarjetas de crédito aceptadas', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Tras disfrutar de Parroquia de Santo Domingo de Guzman, es una buena idea visitar este restaurante. Degusta su perfectamente elaborado laing, sus sabrosas empanadas o sus sorprendentes empanadillas. Siempre puedes probar unos caseros alfajores: son la especialidad de Pizzería Buenos Aires Tango. Este lugar es muy recomendable por su muy activo personal. Vas a disfrutar con su rápido servicio. Se dice que aquí los precios son adecuados. Con toda seguridad disfrutarás de su encantador ambiente. Google le ha dado un 4,6, lo que indica que puedes ir a este lugar para pasar un rato agradable.",https://es.restaurantguru.com/Pizzeria-Buenos-Aires-Tango-Oviedo,facebook.com,Desconocido
Bar barra brava, Oviedo,43.35979890,-5.84359780,"C. Carpio, 7, Oviedo, Principado de Asturias, España",+34985055190,hasta €10,"['LunesLun', 'Cerrado', 'MartesMar', 'Cerrado', 'MiércolesMié', '12:00-01:30', 'JuevesJue', '12:00-01:30', 'ViernesVie', '12:00-02:30', 'SábadoSáb', '12:00-02:30', 'DomingoDom', '12:00-00:00']","['Mediterránea', 'Española', 'Comida Rápida']",84,303,"['Tarjetas de crédito aceptadas', 'Entrega', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Seguro que vas a visitar Plaza Trascorrales: la recomendación de sus habituales es que te acerques también a este restaurante. Aquí, las cocinas mediterránea y española les gustan a todos los visitantes. Muchos clientes vienen para disfrutar de su sabroso laing, sus bien trabajados patatas y sus generosas tapas. La estupenda ubicación de Bar barra brava hace que llegar a él incluso en hora punta sea muy sencillo. Visita este establecimiento y tómate una irresistible cerveza. El agradable personal de este lugar demuestra lo mucho que aprecia a sus comensales. Descansar y comer aquí es siempre un placer, principalmente por su eficiente servicio. Los precios de este lugar se dice que son justos. Aquí encontrarás un exótico ambiente. Este restaurante ha logrado un 4,8 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Barra-Brava-Oviedo,facebook.com,Desconocido
Sidrería El Horreo, Oviedo,43.37337130,-5.84387270,"Av. de Pando, 6, Oviedo, Principado de Asturias, España",+34985090269, €10 - €24,Desconocido,['Española'],74,84,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'No accesible para sillas de ruedas']","Degusta platos de la cocina española en este bar. Un gran número de usuarios dicen que en este establecimiento el personal esta preparado. Su espectacular servicio es siempre un placer. Sidrería El Horreo te ofrece una gran variedad de platos a unos precios adecuados. Tal y como sus clientes lo ven, aquí la atmósfera es sorprendente. Los usuarios de Google han premiado a este lugar con un 4,5.",https://es.restaurantguru.com/Sidreria-El-Horreo-Oviedo,Desconocido,Desconocido
Pizzería La Competencia, Oviedo,43.38604680,-5.81564070,"C. Llaviada, 9, Oviedo, Principado de Asturias, España",+34985284123,hasta €10,"['LunesLun', '12:30-00:00', 'MartesMar', '12:30-00:00', 'MiércolesMié', '12:30-00:00', 'JuevesJue', '12:30-00:00', 'ViernesVie', '12:30-01:00', 'SábadoSáb', '12:00-01:00', 'DomingoDom', '12:30-00:00']","['Italiana', 'Pizza']",78,1267,"['Tarjetas de crédito aceptadas', 'Reserva', 'Entrega', 'Para llevar', 'Accesible para sillas de ruedas']","Échale un vistazo a la carta italiana. Siempre puedes probar una tierna pizza, un sabroso laing o un casero jamón en este restaurante. Su sensacional cerveza encaja perfectamente con su estupenda comida. El éxito de Pizzería La Competencia sería imposible sin un abnegado personal. Basándonos en las opiniones de los clientes, el servicio es estupendo. Sus precios sorprendentes son una de esas cosas que se deben mencionar al hablar de este lugar. Debes fijarte en su atrayente ambiente. Este lugar ha logrado un 4,2 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/La-Competencia-Oviedo-3,pizzerialacompetencia.com,@pizzerialacompetencia
Mesón El Franco, Oviedo,43.36221100,-5.83718220,"C/ Miguel de Unamuno 1, Oviedo, Principado de Asturias, España",+34984087704,hasta €10,"['LunesLun', '06:00-16:0018:00-01:00', 'MartesMar', '06:00-16:0018:00-01:00', 'MiércolesMié', '06:00-16:0018:00-01:00', 'JuevesJue', '06:00-16:0018:00-01:00', 'ViernesVie', '06:00-16:0018:00-01:00', 'SábadoSáb', '06:00-16:0018:00-01:00', 'DomingoDom', 'Cerrado']",Desconocido,70,236,"['Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'No accesible para sillas de ruedas']","Muralla de Oviedo es una estupenda atracción turística para aquellos que vienen a comer a este restaurante tras un largo paseo. Es siempre una experiencia agradable comer su casero jamón, su perfectamente elaborado laing o su sorprendente rape. Saborea despacio la espectacular sidra que aquí sirven pensando solo en tu disfrute. Pide un insuperable café: no puedes dejar de hacerlo cuando te pases por Mesón El Franco. Se comenta que aquí el personal es amable. Su servicio siempre es eficiente, no lo olvides. Sus precios interesantes son una de esas cosas que se deben resaltar al hablar de este lugar. Su festiva atmósfera ha sido muy destacada por sus visitantes. Los usuarios de Google han premiado a este lugar con un 4,4.",https://es.restaurantguru.com/Sidreria-El-Franco-Oviedo,Desconocido,Desconocido
D' Copas Auditorio, Principado de Asturias,43.35810000,-5.85000000,"Calle Perez De la Sala 13, Oviedo, Principado de Asturias, España, 33007",+34984156638,hasta €10,"['LunesLun', '08:00-23:00', 'MartesMar', '08:00-23:00', 'MiércolesMié', '08:00-23:00', 'JuevesJue', '08:00-23:00', 'ViernesVie', '08:00-02:30', 'SábadoSáb', '12:00-02:30', 'DomingoDom', '12:00-23:00']",['Española'],64,12,Desconocido,"Tras una buena caminata por Campo de San Francisco, visita este restaurante y descansa un poco. En D' Copas Auditorio, te servirán cocina española. En Facebook, este lugar ha recibido muchos comentarios de sus usuarios y le han dado una nota de 4,4 estrellas, lo que significa que es muy popular y que bien merece una visita.",https://es.restaurantguru.com/D-Copas-Auditorio-Oviedo,Desconocido,Desconocido
La Bellota Asturiana, Oviedo,43.35758700,-5.85273500,"Pl. del Fresno, 3, Oviedo, Principado de Asturias, España",+34985245914,€42,"['LunesLun', '07:30-23:00', 'MartesMar', '07:30-23:00', 'MiércolesMié', '07:30-23:00', 'JuevesJue', '07:30-23:00', 'ViernesVie', '07:30-23:00', 'SábadoSáb', '07:30-23:00', 'DomingoDom', '07:30-23:00']",['Española'],80,611,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'No wifi', 'Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas', 'TV']","Si te ha dado hambre visitar Campo de San Francisco, come algo en este restaurante. Es estupendo poder saborear la cocina española. Degustar su tierno pulpo, sus perfectamente elaborados fabada y su sorprendente laing son aquí una experiencia única. Disfruta los delicados churros, el generoso pastel de frutas y la casera tarta de queso que tiene La Bellota Asturiana. Empieza tu comida con un insuperable vino. Algunos de sus clientes aconsejan probar el excelente café con leche de este lugar. Su agradable personal es muy trabajador, tiene siempre una actitud positiva y hace que este sea un lugar maravilloso. Un gran número de usuarios estiman que el servicio es correcto. Aquí vas a pagar unos precios adecuados. Este lugar se caracteriza por un ambiente acogedor. Pero los usuarios de Google no le han concedido a este restaurante una calificación muy alta.",https://es.restaurantguru.com/La-Bellota-Asturiana-Oviedo,facebook.com,Desconocido
Cuarto y Mitá, Oviedo,43.36301890,-5.85575280,"C. Matemático Pedrayes, 5, Oviedo, Principado de Asturias, España",+34984085159,hasta €10,"['LunesLun', '08:00-23:00', 'MartesMar', '08:00-23:00', 'MiércolesMié', '08:00-23:00', 'JuevesJue', '08:00-23:00', 'ViernesVie', '08:00-23:00', 'SábadoSáb', '09:00-15:00', 'DomingoDom', '09:00-15:00']",['Bar de Vinos'],78,156,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'No accesible para sillas de ruedas', 'Wifi', 'TV']","Además de Calle Uria, visita también en esta zona Cuarto y Mitá. No olvides probar el sorprendente laing de este bar. Empieza tu comida con una extraordinaria cerveza. No puedes dejar de degustar su magnífico café siempre que visites Cuarto y Mitá. La estupenda ubicación de este lugar hace que llegar a él por cualquier medio sea muy sencillo. Se comenta que aquí el personal es servicial. Su servicio siempre es abnegado, tenlo en cuenta. Este lugar arropa a sus asiduos con un cómodo ambiente. La nota global de este bar en Google es de 4,4.",https://es.restaurantguru.com/Cuarto-Y-Mita-Oviedo,facebook.com,Desconocido
La Patatina SL, Oviedo,43.36340320,-5.86594680,"C. Juan Ramon Jimenez, 2, Oviedo, Principado de Asturias, España",+34985273821,hasta €10,"['LunesLun', '12:00-15:0019:00-23:00', 'MartesMar', '12:00-15:0019:00-23:00', 'MiércolesMié', '12:00-15:0019:00-23:00', 'JuevesJue', '12:00-15:0019:00-23:00', 'ViernesVie', '12:00-15:0019:00-23:30', 'SábadoSáb', '12:00-15:3019:30-23:30', 'DomingoDom', '12:00-15:3019:30-23:00']",['Española'],78,1127,"['Reserva', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'Para llevar', 'No accesible para sillas de ruedas']","En este bar te van a servir cocina española. Con su casero rape, sus sorprendentes gambas y sus bien trabajadas tapas te llevarás una inmejorable impresión. Algunos de sus clientes aconsejan probar la estupenda cerveza de La Patatina SL. Comprueba por ti mismo lo acogedor que es su personal. El servicio en este lugar se podría catalogar de abnegado. Aquí vas a pagar unos precios bajos. Su interesante ambiente te espera en este lugar. Este bar tiene en Google una nota de 4,1 según sus usuarios.",https://es.restaurantguru.com/La-Patatina-Oviedo,facebook.com,@elpatiodelosnaranjos
26 Grados, Principado de Asturias,43.35428200,-5.86176000,"Calle de Jose Ramon Tolivar Faes 5, Oviedo, Principado de Asturias, España, 33009",+34985436736, €10 - €24,"['LunesLun', '08:30-23:00', 'MartesMar', '08:30-23:00', 'MiércolesMié', '08:30-23:00', 'JuevesJue', '08:30-23:00', 'ViernesVie', '08:30-03:00', 'SábadoSáb', '08:30-03:00', 'DomingoDom', '08:30-22:00']","['Española', 'Opciones vegetarianas']",74,365,"['Wifi', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Un paseo admirando La Iglesia de San Juan el Real es lo menos que puedes esperar tras cenar en este café. La cocina española es algo que hay que probar en 26 Grados. Una serie de usuarios apuntan que puedes tomar aquí con confianza un singular laing, un sabroso solomillo y un perfectamente elaborado solomillo de ternera. Degusta sus atrayentes cruasáns, su sorprendente tarta de queso o su generoso pastel de frutas. Muchos críticos suponen que en este lugar puedes beberte un vino de Oporto extraordinario. No pierdas la oportunidad de probar su espectacular café cortado, sus excelentes zumos frescos o su delicioso café con leche. La buenísima ubicación de este lugar hace que llegar a él incluso en hora punta sea muy sencillo. La mayoría de visitantes han notado que los camareros y camareras son afables en este café. Su cuidado servicio es algo que estos restauradores saben cuidar. Aquí vas a pagar unos precios interesantes. 26 Grados tiene un ambiente genial y una decoración sofisticada.",https://es.restaurantguru.com/26-Grados-Oviedo-2,Desconocido,Desconocido
La Casuca de Santi, Oviedo,43.38272740,-5.81996070,"Camino de la Carisa, n2, bajo, Oviedo, Principado de Asturias, España",+34985081482,hasta €10,"['LunesLun', '08:00-01:30', 'MartesMar', '08:00-01:30', 'MiércolesMié', '08:00-01:30', 'JuevesJue', '08:00-01:30', 'ViernesVie', '08:00-01:30', 'SábadoSáb', '09:00-02:30', 'DomingoDom', '09:00-01:30']","['Española', 'Asado', 'Grill']",80,1562,"['Tarjetas de crédito aceptadas', 'Asientos al aire libre', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Si nunca has tenido ocasión de saborear la cocina española, prueba en este restaurante. Si vas a La Casuca de Santi, pide su atrayente laing, su bien trabajada carne de vaca o sus sabrosos filetes. Aquí puedes beber un irresistible vino o una estupenda sidra. Si repasas los comentarios de los clientes, verás que dicen que los camareros y camareras son geniales en este lugar. Su rápido servicio es siempre un placer. Te vas a impresionar con los interesantes precios de este lugar. Debes fijarte en su confortable ambiente. Los usuarios de Google le han dado una valoración de 4,3 a este restaurante.",https://es.restaurantguru.com/La-Casuca-de-Santi-Oviedo-2,facebook.com,Desconocido
Don Colosseo Pizza, Oviedo,43.35937050,-5.84756330,"C. Martínez Marina, 15, Oviedo, Principado de Asturias, España",+34984518547, €9 - €14,"['LunesLun', 'Cerrado', 'MartesMar', '20:00-00:00', 'MiércolesMié', '12:00-16:0020:00-00:00', 'JuevesJue', '12:00-16:0020:00-00:00', 'ViernesVie', '12:00-16:0020:00-00:00', 'SábadoSáb', '12:00-16:0020:00-00:00', 'DomingoDom', '12:00-16:0020:00-00:00']","['Pizza', 'Italiana', 'Opciones vegetarianas']",88,398,"['Entrega', 'Para llevar', 'Reserva', 'Accesible para sillas de ruedas']","Sus clientes reservan una mesa aquí para disfrutar de sus estupendas comidas y además disfrutan de las vistas de Parroquia de San Isidoro El Real. Esta pizzería te ofrece platos de la cocina italiana. Siempre puedes degustar una casera pizza, un perfectamente elaborado laing o un tierno rape en Don Colosseo Pizza. Si tienes hambre, ven aquí a tomar su delicado tiramisú. Empieza tu comida con un extraordinario licor. Su genial personal muestra un alto nivel de calidad en este lugar. Su abnegado servicio es algo que estos restauradores saben cuidar. Los justos precios de este lugar siempre son una buena noticia para sus invitados. Cuando entres en este establecimiento, presta atención a su confortable ambiente. Esta pizzería ha sido galardonado con un 4,7 de acuerdo con el baremo de valoraciones de Google.",https://es.restaurantguru.com/Don-Colosseo-Oviedo,facebook.com,Desconocido
El Rincón de Gascona, Oviedo,43.36431050,-5.84419060,"C. Gascona, 4, Oviedo, Principado de Asturias, España",+34984182986,Desconocido,"['LunesLun', 'Cerrado', 'MartesMar', '12:00-23:30', 'MiércolesMié', '12:00-23:30', 'JuevesJue', '12:00-23:30', 'ViernesVie', '12:00-01:30', 'SábadoSáb', '12:00-02:30', 'DomingoDom', '12:00-16:00']",['Española'],76,41,"['Tarjetas de crédito aceptadas', 'No hay entrega', 'Asientos al aire libre', 'Accesible para sillas de ruedas']","Si te ha dado hambre visitar Catedral de San Salvador de Oviedo, come algo en este bar. En El Rincón de Gascona sirven platos de la cocina española. Degusta una insuperable sidra en este lugar. Se comenta que aquí el personal es servicial. Este lugar es famoso por su eficiente servicio. Tan pronto como entras en este establecimiento, notas su genial atmósfera. Este bar ha recibido en Google un 4,7 de acuerdo con las opiniones de sus usuarios.",https://es.restaurantguru.com/El-Rincon-De-Gascona-Oviedo,sidreria.com,Desconocido
Anubis Pool Bar, Oviedo,43.36330420,-5.83420860,"C/ López del Vallado, 7, Oviedo, Principado de Asturias, España",+34689909394, €10 - €24,"['LunesLun', 'Cerrado', 'MartesMar', '16:00-02:00', 'MiércolesMié', '16:00-02:00', 'JuevesJue', '16:00-02:00', 'ViernesVie', '16:00-04:00', 'SábadoSáb', '16:00-04:00', 'DomingoDom', '12:00-02:00']",['Española'],76,347,"['Asientos al aire libre', 'Wifi', 'Tarjetas de crédito aceptadas', 'No hay entrega', 'No es para llevar']","Este restaurante te ofrece estupendos platos de la cocina española. Sus cocineros preparan aquí un tierno laing. No pierdas la oportunidad de probar su espectacular cerveza. Aquí puedes tomar un delicioso café. Su cordial personal te da la bienvenida en Anubis Pool Bar todo el año. Su genial servicio es siempre un placer. No dejes de fijarte en su festivo ambiente. Este lugar ha logrado un 4,3 según el baremo de valoraciones de Google.",https://es.restaurantguru.com/Anubis-Pool-Oviedo,Desconocido,@anubis_poolbar
